Product Category,Column Name Raw,Column Name,Column Top Values,Column Unit,Column Min,Column Max,Column Definition,Approved
Notebooks,CD-ROM drive transport.1133,CD-ROM drive transport,,,,,"Indicates the transport of the CD-ROM drive. This can be '1' for a slim line drive, or '0' for a tray-loading drive.",TRUE
Notebooks,Wireless network support.1190,Wireless network support,,,,,The maximum speed at which the laptop can connect to the wireless network (in KB/s).,TRUE
Notebooks,External video modes graphics accelerator.1249,External video modes graphics accelerator,,,,,Indicates the support for an external video mode for the graphics accelerator.,TRUE
Notebooks,Cable type.1280,Cable type,,,,,The type of cable used to connect the notebook to a power source or other devices.,TRUE
Notebooks,Additional accessories.1305,Additional accessories,,,,,An indicator of which accessories are included with the notebook. Options include: 1,TRUE
Notebooks,DVD-ROM transfer rate (sustained mode).1330,DVD-ROM transfer rate (sustained mode),,,,,The rate at which data is transferred to and from the DVD-ROM drive while in sustained mode.,TRUE
Notebooks,Battery life disclaimer.13579,Battery life disclaimer,,,,,A string value representing the battery life disclaimer of the notebook. Example value: '1',TRUE
Notebooks,Motherboard microprocessor.1358,Motherboard microprocessor,,,,,"The Motherboard microprocessor column contains the microprocessor of the motherboard of the notebook. The format of the microprocessor is a string that contains the frequency of the microprocessor in MHz, in the format of '1.0' MHz. The minimum frequency is 1.0 MHz, and there is no maximum frequency.",TRUE
Notebooks,Special buttons.13637,Special buttons,,,,,"The Special buttons column contains information about the special buttons on a notebook. These buttons can be used to control the volume, display brightness, and other functions. The column is a string that can be either '1' or '2' to indicate the number of special buttons on the notebook.",TRUE
Notebooks,SonicStage.13698,SonicStage,,,,,The SonicStage column contains the software that comes with the notebook. It is a string that can be either 'None' or the name of the software.,TRUE
Notebooks,Bluetooth data transfer rate (max).13729,Bluetooth data transfer rate (max),,,,,Column containing the maximum Bluetooth data transfer rate of the notebook. The data is in megabits per second (Mbit/s).,TRUE
Notebooks,Resume battery backup after.1391,Resume battery backup after,,,,,"The amount of time, measured in minutes, that a notebook can be on standby mode or sleep mode, and retain a usable amount of battery power.",TRUE
Notebooks,Sheet battery life (optional).13924,Sheet battery life (optional),,,,,"The sheet battery life of the notebook, measured in hours. Note that this is an optional value, as not all notebooks have a listed sheet battery life.",TRUE
Notebooks,Sheet battery life disclaimer (optional).13926,Sheet battery life disclaimer (optional),,,,,A string value representing the battery life disclaimer of the product. This is an optional field.,TRUE
Notebooks,SD interface.14024,SD interface,,,,,"The SD interface of the notebook, as described by the manufacturer or vendor. Typically, this refers to the type of interface used for SD cards, such as a standard SD slot, a microSD slot, or a USB-C port that can accept an SD card.",TRUE
Notebooks,Memory Stick (MS) interface.14026,Memory Stick (MS) interface,,,,,"The attribute identifying if the notebook includes a Memory Stick (MS) interface or not. Options are: ""Yes"" or ""No"".",TRUE
Notebooks,DVgate.14031,DVgate,,,,,The DVgate column indicates the presence of a DV gate within the notebook. The value is either 0 or 1 depending on whether the notebook has a DV gate or not.,TRUE
Notebooks,QuickTime.14054,QuickTime,,,,,"A value indicating whether the device has QuickTime or not. This can be ""Yes"" or ""No"".",TRUE
Notebooks,Rear camera effective resolution.14079,Rear camera effective resolution,,,,,The effective resolution of the rear camera as measured in MP (megapixels).,TRUE
Notebooks,3D Active Shutter Glasses.14232,3D Active Shutter Glasses,,,,,A string column which represents the availability of 3D Active Shutter Glasses for a notebook.,TRUE
Notebooks,WiMAX.14344,WiMAX,,,,,"Indicates whether the notebook has the WiMAX option, typically 'Y' or 'N'.",TRUE
Notebooks,Processor core voltage (Battery mode).1444,Processor core voltage (Battery mode),,,,,"The voltage, measured in volts [V], that a notebook's processor core operates at in battery mode.",TRUE
Notebooks,Pointing stick.14461,Pointing stick,,,,,The pointing stick is the stick-like controller on the laptop that is used to move the cursor.,TRUE
Notebooks,"Read speed, optical drive.14534","Read speed, optical drive",,,,,The read speed of the optical drive in the notebook. This is usually measured in bytes per second (B/s) or similar.,TRUE
Notebooks,WinDVD.14572,WinDVD,,,,,A value indicating whether the notebook includes WinDVD software.,TRUE
Notebooks,Resolution name.14650,Resolution name,,,,,"Whether the screen resolution of the device is high, medium or low. Values can be '1', '2' or '3'.",TRUE
Notebooks,WWAN Download/Upload speeds.14653,WWAN Download/Upload speeds,,,,,Indicates if the WWAN download and upload speeds are 1 or 2,TRUE
Notebooks,Connector(s).1496,Connector(s),,,,,"The connector(s) of the notebook, such as USB, HDMI, etc.",TRUE
Notebooks,Diskette drive rotational speed.1515,Diskette drive rotational speed,,,,,The rotational speed of the diskette drive. Typically 1.2 or 1.44 Mbps.,TRUE
Notebooks,Optical drive speed.15174,Optical drive speed,,,,,The speed of the optical drive in the notebook. The speed is represented in megabytes per second (MB/s).,TRUE
Notebooks,Supplied AC adapter type.15799,Supplied AC adapter type,,,,,The type of AC adapter supplied with the notebook. This can be a number or a string that represents the type of adapter.,TRUE
Notebooks,Memory upgrade disclaimer.15824,Memory upgrade disclaimer,,,,,"Indicates whether the notebook's memory is upgradeable. Options are 'Yes' or 'No', though '1' is also accepted to mean 'No'.",TRUE
Notebooks,ClearAudio+ mode.15826,ClearAudio+ mode,,,,,"True if the laptop has the ClearAudio+ mode, false otherwise.",TRUE
Notebooks,VAIO international repair service.15827,VAIO international repair service,,,,,"Whether the laptop's warranty includes international repair service. Returns '1' if it does, and empty string otherwise.",TRUE
Notebooks,Storage.15856,Storage,,,,,The storage of the notebook. Can be either hard disk or solid state drive (SSD).,TRUE
Notebooks,Bandwidth.1587,Bandwidth,,,,,"The speed or capacity of a network to transmit data along channels. This can be seen in the example values of '1.0' GHz, and has a minimum and maximum value of 1.0 GHz",TRUE
Notebooks,Digitizer stylus.15986,Digitizer stylus,,,,,A string representing the stylus used in the digitizer for this laptop.,TRUE
Notebooks,Software - education / reference.1658,Software - education / reference,,,,,Software package which is either education or reference,TRUE
Notebooks,Optical drive write speed.1768,Optical drive write speed,,,,,"The speed at which the optical drive can write data to a disc, represented as an integer",TRUE
Notebooks,Audio output.1786,Audio output,,,,,"The audio output for the notebook. (e.g. 1 for stereo, 2 for surround, etc.)",TRUE
Notebooks,Motion Eye.18124,Motion Eye,,,,,"Boolean value to indicate presence of Motion Eye, must be 'True' or 'False'.",TRUE
Notebooks,DVD drive transfer rate.1844,DVD drive transfer rate,,,,,"The speed at which the DVD drive can transfer data, measured in bytes per second. This can vary depending on the model of the DVD drive and the notebook it is installed in, and may be either a constant value or a range of values.",TRUE
Notebooks,Docking station graphics adapter manufacturer.18839,Docking station graphics adapter manufacturer,,,,,Manufacturer of the graphics adapter in the docking station of the laptop.,TRUE
Notebooks,Motion Picture maximum resolution.18994,Motion Picture maximum resolution,,,,,"The highest resolution of a motion picture, expressed in a number",TRUE
Notebooks,SelectBay adaptor.1917,SelectBay adaptor,,,,,The SelectBay adaptor slot for the notebook.,TRUE
Notebooks,System memory technology.1918,System memory technology,,,,,"The technology of the system memory, e.g. 1.0 V.",TRUE
Notebooks,Video modes display type.1919,Video modes display type,,,,,"The video modes display type refers to the type of display technology used in the notebook. The display type can be an LCD, OLED, or CRT.LCD displays are the most common type of display and use liquid crystals to create images. OLED displays use organic LEDs to create images and are known for their high contrast and deep blacks. CRT displays use cathode ray tubes to create images and are the oldest type of display technology.",TRUE
Notebooks,Video modes maximum number of colours.1920,Video modes maximum number of colours,,,,,The video modes maximum number of colours of a notebook is the maximum number of colours that the notebook can display.,TRUE
Notebooks,Video modes maximum refresh rate (non-interlaced).1921,Video modes maximum refresh rate (non-interlaced),,,,,"The video modes maximum refresh rate (non-interlaced) is the maximum rate at which the notebook can refresh its video display. The refresh rate is measured in hertz (Hz), which is a measure of the number of frames per second that are displayed on the screen. The higher the refresh rate, the smoother the video display will appear. The video modes maximum refresh rate (non-interlaced) is the maximum refresh rate that the notebook can achieve when it is displaying a non-interlaced video signal. An interlace video signal is one in which the video frame is split into two separate fields, and the two fields are displayed in alternating order. The maximum refresh rate for an interlace video signal is half that of a non-interlaced video signal. Therefore, the video modes maximum refresh rate (non-interlaced) is twice the maximum refresh rate that the notebook can achieve when it is displaying an interlace video signal.",TRUE
